balance,equity,dayPL,usdMr,usableMargin,date
18565.71,18626.53064,5.82064,117.25,18509.28064,2022-02-09 00:00:15.256237+00:00
18566.49,18630.11056,9.40056,117.25,18512.86056,2022-02-09 00:02:33.161210+00:00
18566.49,18628.3611,7.6511,117.25,18511.1111,2022-02-09 00:12:21.240308+00:00
18566.49,18626.09749,5.38749,117.25,18508.84749,2022-02-09 00:22:23.476847+00:00
18566.49,18621.35065,0.64065,117.25,18504.10065,2022-02-09 00:32:21.343059+00:00
18566.49,18624.59199,3.88199,117.25,18507.34199,2022-02-09 00:42:21.316990+00:00
18566.49,18630.33167,9.62167,117.25,18513.08167,2022-02-09 00:52:21.332422+00:00
18566.49,18624.5994,3.8894,117.25,18507.3494,2022-02-09 01:00:20.863689+00:00
18566.49,18620.95155,0.24155,117.25,18503.70155,2022-02-09 01:10:07.030263+00:00
18566.49,18617.99813,-2.71187,117.25,18500.74813,2022-02-09 01:20:09.260702+00:00
18566.49,18622.16544,1.45544,117.25,18504.91544,2022-02-09 01:30:32.591017+00:00
18566.49,18629.67946,8.96946,117.25,18512.42946,2022-02-09 02:00:15.460928+00:00
18618.31,18618.31,-2.4,0,18618.31,2022-02-09 02:27:09.398100+00:00
18618.31,18616.29391,-4.41609,117.25,18499.04391,2022-02-09 02:50:07.466879+00:00
18618.31,18610.50778,-10.20222,117.25,18493.25778,2022-02-09 03:00:20.412061+00:00
18618.31,18619.37132,-1.33868,117.25,18502.12132,2022-02-09 03:10:06.889204+00:00
18618.31,18623.91821,3.20821,117.25,18506.66821,2022-02-09 03:20:09.021218+00:00
18618.31,18621.67451,0.96451,117.25,18504.42451,2022-02-09 03:30:31.187673+00:00
18614.06,18621.82756,1.11756,117.25,18504.57756,2022-02-09 03:40:07.835638+00:00
18614.06,18623.66313,2.95313,117.25,18506.41313,2022-02-09 03:50:06.760822+00:00
18614.06,18616.95909,-3.75091,117.25,18499.70909,2022-02-09 04:00:20.397321+00:00
18614.06,18629.21046,8.50046,117.25,18511.96046,2022-02-09 04:10:07.266847+00:00
18614.06,18629.09662,8.38662,117.25,18511.84662,2022-02-09 04:20:06.938795+00:00
18614.06,18631.49077,10.78077,117.25,18514.24077,2022-02-09 04:30:33.349882+00:00
18614.06,18628.10084,7.39084,117.25,18510.85084,2022-02-09 04:40:09.258775+00:00
18614.06,18630.59022,9.88022,117.25,18513.34022,2022-02-09 04:50:07.074019+00:00
18614.06,18632.46752,11.75752,117.25,18515.21752,2022-02-09 05:00:22.444279+00:00
18611.52,18630.70913,9.99913,117.25,18513.45913,2022-02-09 05:02:38.618853+00:00
18611.52,18629.05246,8.34246,117.25,18511.80246,2022-02-09 05:12:25.867191+00:00
18608.6,18618.92244,-1.78756,117.25,18501.67244,2022-02-09 06:00:15.893665+00:00
18608.6,18618.82928,-1.88072,117.25,18501.57928,2022-02-09 06:10:03.153197+00:00
18608.6,18615.58415,-5.12585,117.25,18498.33415,2022-02-09 06:20:05.453089+00:00
18608.6,18618.47426,-2.23574,117.25,18501.22426,2022-02-09 06:38:40.279581+00:00
18608.6,18614.10139,-6.60861,117.25,18496.85139,2022-02-09 06:48:27.468771+00:00
18608.6,18615.24804,-5.46196,117.25,18497.99804,2022-02-09 07:00:14.984395+00:00
18608.6,18615.69346,-5.01654,117.25,18498.44346,2022-02-09 07:10:02.312307+00:00
18608.6,18601.34435,-19.36565,117.25,18484.09435,2022-02-09 08:00:15.384150+00:00
18598.3,18601.85376,-18.85624,117.25,18484.60376,2022-02-09 08:10:02.494926+00:00
18598.3,18612.06377,-8.64623,117.25,18494.81377,2022-02-09 09:00:15.218303+00:00
18598.3,18608.90248,-11.80752,117.25,18491.65248,2022-02-09 09:10:02.429722+00:00
18598.3,18607.23263,-13.47737,117.25,18489.98263,2022-02-09 10:00:15.502096+00:00
18598.3,18621.88035,1.17035,117.25,18504.63035,2022-02-09 10:10:02.527963+00:00
18598.3,18632.7373,12.0273,117.25,18515.4873,2022-02-09 11:00:15.244010+00:00
18580.41,18629.13436,8.42436,117.25,18511.88436,2022-02-09 11:10:02.599585+00:00
18580.41,18634.37967,13.66967,117.25,18517.12967,2022-02-09 12:00:19.358022+00:00
18578.92,18633.24606,12.53606,117.25,18515.99606,2022-02-09 12:02:32.488485+00:00
18578.92,18626.34612,5.63612,117.25,18509.09612,2022-02-09 13:00:14.891697+00:00
18576.64,18625.46548,4.75548,117.25,18508.21548,2022-02-09 13:10:02.612288+00:00
18576.64,18630.5239,9.8139,117.25,18513.2739,2022-02-09 14:00:34.805628+00:00
18576.64,18625.05303,4.34303,117.25,18507.80303,2022-02-09 14:10:02.969443+00:00
18576.64,18635.3514,14.6414,117.25,18518.1014,2022-02-09 15:00:15.651817+00:00
18576.64,18630.83254,10.12254,117.25,18513.58254,2022-02-09 15:00:51.393356+00:00
18576.64,18626.12758,5.41758,117.25,18508.87758,2022-02-09 16:00:16.577408+00:00
18575.54,18629.51741,8.80741,117.25,18512.26741,2022-02-09 16:10:03.085250+00:00
18575.54,18633.22753,12.51753,117.25,18515.97753,2022-02-09 16:15:22.182996+00:00
18575.54,18638.41118,17.70118,117.25,18521.16118,2022-02-09 16:25:08.842166+00:00
18575.54,18645.94395,25.23395,117.25,18528.69395,2022-02-09 16:35:11.172593+00:00
18575.54,18648.73735,28.02735,117.25,18531.48735,2022-02-09 16:45:26.782867+00:00
18575.54,18634.7245,14.0145,117.25,18517.4745,2022-02-09 16:55:11.365865+00:00
18575.54,18630.74647,10.03647,117.25,18513.49647,2022-02-09 17:00:22.913236+00:00
18575.54,18625.26886,4.55886,117.25,18508.01886,2022-02-09 17:10:08.152046+00:00
18575.54,18639.23751,18.52751,117.25,18521.98751,2022-02-09 18:00:19.345995+00:00
18575.54,18634.68575,13.97575,117.25,18517.43575,2022-02-09 18:10:02.587259+00:00
18575.54,18642.03944,21.32944,117.25,18524.78944,2022-02-09 19:00:15.889105+00:00
18575.54,18637.57192,16.86192,117.25,18520.32192,2022-02-09 19:10:02.730915+00:00
18575.54,18635.24735,14.53735,117.25,18517.99735,2022-02-09 20:00:16.366991+00:00
18575.54,18625.09955,4.38955,117.25,18507.84955,2022-02-09 20:10:02.584300+00:00
18575.54,18626.61548,5.90548,117.25,18509.36548,2022-02-09 21:00:22.347795+00:00
18575.54,18627.18198,6.47198,117.25,18509.93198,2022-02-09 21:02:35.012985+00:00
18575.54,18626.15029,5.44029,117.25,18508.90029,2022-02-09 21:12:21.855872+00:00
18575.54,18609.34162,-11.36838,117.25,18492.09162,2022-02-09 22:00:16.119053+00:00
18575.54,18614.60113,-0.19887,117.25,18497.35113,2022-02-09 22:10:02.873106+00:00
18574.92,18614.25866,-0.54134,117.25,18497.00866,2022-02-09 22:20:10.748439+00:00
18574.92,18612.78942,-2.01058,117.25,18495.53942,2022-02-09 22:30:03.383303+00:00
18574.92,18614.03161,-0.76839,117.25,18496.78161,2022-02-09 22:32:24.706237+00:00
18574.92,18619.09598,4.29598,117.25,18501.84598,2022-02-09 23:00:16.129413+00:00
18566.68,18619.68786,4.88786,117.25,18502.43786,2022-02-09 23:10:03.017968+00:00
18566.68,18620.67085,5.87085,117.25,18503.42085,2022-02-09 23:20:05.278847+00:00
18566.68,18625.4121,10.6121,117.25,18508.1621,2022-02-09 23:30:32.665076+00:00
18566.68,18627.93887,13.13887,117.25,18510.68887,2022-02-09 23:40:05.233692+00:00
18566.68,18622.16709,7.36709,117.25,18504.91709,2022-02-09 23:50:03.110399+00:00
